CROP,YEAR,SEASON,STATE,AREA,PRODUCTION,ANNUAL_RAINFALL,FERTILIZER,PESTICIDE,YIELD,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
Sugarcane,1998,Whole Year ,Assam,30571,1223578,2354.4,3020414.8,8865.59,39.89304348,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Sweet potato,1998,Whole Year ,Assam,9433,32437,2354.4,931980.4,2735.57,3.435652174,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Tapioca,1998,Whole Year ,Assam,2798,13261,2354.4,276442.4,811.42,4.445217391,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Tobacco,1998,Whole Year ,Assam,1465,732,2354.4,144742,424.85,0.569545455,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Turmeric,1998,Whole Year ,Assam,10729,7416,2354.4,1060025.2,3111.41,0.666956522,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Wheat,1998,Rabi       ,Assam,89591,90509,2354.4,8851590.8,25981.39,0.999545455,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Arecanut,1998,Whole Year ,Meghalaya,9585,11567,6552.7,946998,2779.65,1.151666667,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Arhar/Tur,1998,Kharif     ,Meghalaya,861,678,6552.7,85066.8,249.69,0.803333333,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Banana,1998,Whole Year ,Meghalaya,5194,62888,6552.7,513167.2,1506.26,11.26714286,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Cotton(lint),1998,Kharif     ,Meghalaya,7549,5599,6552.7,745841.2,2189.21,0.796666667,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Dry chillies,1998,Whole Year ,Meghalaya,1764,1051,6552.7,174283.2,511.56,0.598571429,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Ginger,1998,Kharif     ,Meghalaya,7403,45590,6552.7,731416.4,2146.87,6.008571429,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Gram,1998,Rabi       ,Meghalaya,463,283,6552.7,45744.4,134.27,0.61,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Jute,1998,Kharif     ,Meghalaya,4241,27097,6552.7,419010.8,1229.89,7.553333333,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Linseed,1998,Kharif     ,Meghalaya,51,23,6552.7,5038.8,14.79,0.45,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Maize,1998,Kharif     ,Meghalaya,17219,25272,6552.7,1701237.2,4993.51,1.457142857,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Mesta,1998,Kharif     ,Meghalaya,4681,21362,6552.7,462482.8,1357.49,4.58,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Mesta,1998,Whole Year ,Meghalaya,871,631,6552.7,86054.8,252.59,0.68,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Other  Rabi pulses,1998,Rabi       ,Meghalaya,1938,1527,6552.7,191474.4,562.02,0.755714286,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Potato,1998,Whole Year ,Meghalaya,20753,201059,6552.7,2050396.4,6018.37,7.738571429,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Rapeseed &Mustard,1998,Rabi       ,Meghalaya,6916,4576,6552.7,683300.8,2005.64,0.635714286,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Rice,1998,Kharif     ,Meghalaya,105402,149742,6552.7,10413717.6,30566.58,1.51,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Sesamum,1998,Kharif     ,Meghalaya,1322,694,6552.7,130613.6,383.38,0.575714286,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Small millets,1998,Kharif     ,Meghalaya,2823,2282,6552.7,278912.4,818.67,0.871428571,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Soyabean,1998,Kharif     ,Meghalaya,899,812,6552.7,88821.2,260.71,0.881428571,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Sugarcane,1998,Whole Year ,Meghalaya,83,225,6552.7,8200.4,24.07,2.328,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Sweet potato,1998,Whole Year ,Meghalaya,5181,17291,6552.7,511882.8,1502.49,3.302857143,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Tapioca,1998,Whole Year ,Meghalaya,3963,21251,6552.7,391544.4,1149.27,6.547142857,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Tobacco,1998,Whole Year ,Meghalaya,742,507,6552.7,73309.6,215.18,0.61,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Turmeric,1998,Whole Year ,Meghalaya,1375,6997,6552.7,135850,398.75,5.624285714,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Wheat,1998,Rabi       ,Meghalaya,4287,6998,6552.7,423555.6,1243.23,1.605,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.3,573.1,1947.4,239.3
Arecanut,1998,Whole Year ,West Bengal,8239,13665,2152.5,814013.2,2389.31,1.595294118,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Arhar/Tur,1998,Kharif     ,West Bengal,2606,1672,2152.5,257472.8,755.74,0.756923077,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Bajra,1998,Kharif     ,West Bengal,175,84,2152.5,17290,50.75,0.436666667,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Barley,1998,Rabi       ,West Bengal,5938,5910,2152.5,586674.4,1722.02,1.10375,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Cardamom,1998,Whole Year ,West Bengal,2875,690,2152.5,284050,833.75,0.24,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Castor seed,1998,Rabi       ,West Bengal,54,38,2152.5,5335.2,15.66,0.7,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Coconut ,1998,Whole Year ,West Bengal,24616,318174400,2152.5,2432060.8,7138.64,12448.06222,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Cotton(lint),1998,Kharif     ,West Bengal,200,73,2152.5,19760,58,0.37,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Dry chillies,1998,Whole Year ,West Bengal,64354,51303,2152.5,6358175.2,18662.66,0.890555556,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Ginger,1998,Kharif     ,West Bengal,9398,18839,2152.5,928522.4,2725.42,1.449444444,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Gram,1998,Rabi       ,West Bengal,23286,18971,2152.5,2300656.8,6752.94,0.875,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Groundnut,1998,Whole Year ,West Bengal,30157,34994,2152.5,2979511.6,8745.53,1.128571429,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Horse-gram,1998,Rabi       ,West Bengal,4958,2043,2152.5,489850.4,1437.82,0.422,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Jowar,1998,Kharif     ,West Bengal,886,414,2152.5,87536.8,256.94,0.465,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Jute,1998,Kharif     ,West Bengal,612066,7373630,2152.5,60472120.8,177499.14,13.24705882,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Khesari,1998,Rabi       ,West Bengal,23300,20850,2152.5,2302040,6757,0.774666667,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Linseed,1998,Rabi       ,West Bengal,10323,2691,2152.5,1019912.4,2993.67,0.24,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Maize,1998,Kharif     ,West Bengal,38519,121161,2152.5,3805677.2,11170.51,2.634,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Masoor,1998,Rabi       ,West Bengal,51919,35600,2152.5,5129597.2,15056.51,0.600588235,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Mesta,1998,Kharif     ,West Bengal,9911,81030,2152.5,979206.8,2874.19,8.453846154,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Moong(Green Gram),1998,Kharif     ,West Bengal,822,429,2152.5,81213.6,238.38,0.5075,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Moong(Green Gram),1998,Rabi       ,West Bengal,2729,1598,2152.5,269625.2,791.41,0.61,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Moong(Green Gram),1998,Summer     ,West Bengal,9320,2980,2152.5,920816,2702.8,0.312857143,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Niger seed,1998,Kharif     ,West Bengal,7587,4100,2152.5,749595.6,2200.23,0.4075,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Other Kharif pulses,1998,Kharif     ,West Bengal,768,318,2152.5,75878.4,222.72,0.516,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Peas & beans (Pulses),1998,Rabi       ,West Bengal,9230,6776,2152.5,911924,2676.7,0.70625,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Potato,1998,Whole Year ,West Bengal,318199,6689636,2152.5,31438061.2,92277.71,18.95944444,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Ragi,1998,Kharif     ,West Bengal,12895,15648,2152.5,1274026,3739.55,0.91,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Rapeseed &Mustard,1998,Rabi       ,West Bengal,344358,251740,2152.5,34022570.4,99863.82,0.667222222,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Rice,1998,Autumn     ,West Bengal,425002,740688,2152.5,41990197.6,123250.58,1.751111111,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Rice,1998,Summer     ,West Bengal,1450473,4921984,2152.5,143306732.4,420637.17,3.22,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Rice,1998,Winter     ,West Bengal,4028620,7653780,2152.5,398027656,1168299.8,1.781666667,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Safflower,1998,Rabi       ,West Bengal,48,16,2152.5,4742.4,13.92,0.4575,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Sannhamp,1998,Whole Year ,West Bengal,1800,9280,2152.5,177840,522,4.971428571,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Sesamum,1998,Whole Year ,West Bengal,100425,85448,2152.5,9921990,29123.25,0.741111111,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Small millets,1998,Kharif     ,West Bengal,3742,1877,2152.5,369709.6,1085.18,0.575714286,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Small millets,1998,Rabi       ,West Bengal,1235,1387,2152.5,122018,358.15,1.035,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Soyabean,1998,Kharif     ,West Bengal,800,461,2152.5,79040,232,0.481666667,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Sugarcane,1998,Whole Year ,West Bengal,26949,2001900,2152.5,2662561.2,7815.21,75.314375,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Sunflower,1998,Kharif     ,West Bengal,149,111,2152.5,14721.2,43.21,0.71,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Turmeric,1998,Whole Year ,West Bengal,12763,21487,2152.5,1260984.4,3701.27,1.569444444,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Urad,1998,Kharif     ,West Bengal,58878,25071,2152.5,5817146.4,17074.62,0.402222222,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Urad,1998,Rabi       ,West Bengal,15112,9700,2152.5,1493065.6,4382.48,0.649090909,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Wheat,1998,Rabi       ,West Bengal,367472,778090,2152.5,36306233.6,106566.88,1.870555556,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.8,83.9,268.9,1011.5,268.5
Arecanut,1999,Whole Year ,Assam,73464,52924,2201.8,7796734.32,19835.28,0.746086957,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Arhar/Tur,1999,Kharif     ,Assam,7266,5102,2201.8,771140.58,1961.82,0.707826087,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Banana,1999,Whole Year ,Assam,41922,583383,2201.8,4449181.86,11318.94,13.74652174,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Castor seed,1999,Kharif     ,Assam,1726,704,2201.8,183180.38,466.02,0.423333333,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Coconut ,1999,Whole Year ,Assam,20238,150062000,2201.8,2147858.94,5464.26,5672.116522,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Cotton(lint),1999,Kharif     ,Assam,1637,746,2201.8,173734.81,441.99,0.41173913,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Dry chillies,1999,Whole Year ,Assam,14418,9516,2201.8,1530182.34,3892.86,0.636956522,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Gram,1999,Rabi       ,Assam,2336,1196,2201.8,247919.68,630.72,0.470454545,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Jute,1999,Kharif     ,Assam,73545,657537,2201.8,7805330.85,19857.15,9.13173913,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Linseed,1999,Rabi       ,Assam,10248,5323,2201.8,1087620.24,2766.96,0.502727273,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Maize,1999,Kharif     ,Assam,19708,14056,2201.8,2091610.04,5321.16,0.613913043,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Mesta,1999,Kharif     ,Assam,5177,25515,2201.8,549435.01,1397.79,4.622380952,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Niger seed,1999,Kharif     ,Assam,8904,4582,2201.8,944981.52,2404.08,0.548947368,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Onion,1999,Whole Year ,Assam,7365,17167,2201.8,781647.45,1988.55,2.322173913,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Other  Rabi pulses,1999,Rabi       ,Assam,106576,58390,2201.8,11310910.88,28775.52,0.532173913,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Potato,1999,Whole Year ,Assam,76748,699744,2201.8,8145265.24,20721.96,8.062608696,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Rapeseed &Mustard,1999,Rabi       ,Assam,286241,129425,2201.8,30378757.33,77285.07,0.479565217,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Rice,1999,Autumn     ,Assam,557220,514156,2201.8,59137758.6,150449.4,1.094782609,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Rice,1999,Summer     ,Assam,294654,653783,2201.8,31271629.02,79556.58,1.990434783,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Rice,1999,Winter     ,Assam,1793994,2692709,2201.8,190396583.2,484378.38,1.501304348,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Sesamum,1999,Kharif     ,Assam,15143,7866,2201.8,1607126.59,4088.61,0.485217391,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Small millets,1999,Kharif     ,Assam,10681,5467,2201.8,1133574.53,2883.87,0.502727273,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Sugarcane,1999,Whole Year ,Assam,29107,1154615,2201.8,3089125.91,7858.89,40.43478261,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Sweet potato,1999,Whole Year ,Assam,8955,30979,2201.8,950394.15,2417.85,3.409130435,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Tapioca,1999,Whole Year ,Assam,2836,13444,2201.8,300984.68,765.72,4.436521739,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Tobacco,1999,Whole Year ,Assam,1373,695,2201.8,145716.49,370.71,0.573913043,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Turmeric,1999,Whole Year ,Assam,10980,7586,2201.8,1165307.4,2964.6,0.667391304,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Wheat,1999,Rabi       ,Assam,76310,97583,2201.8,8098780.3,20603.7,1.256818182,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Arecanut,1999,Whole Year ,Meghalaya,9645,12510,6200.3,1023623.85,2604.15,1.245,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Arhar/Tur,1999,Kharif     ,Meghalaya,871,647,6200.3,92439.23,235.17,0.78,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Banana,1999,Whole Year ,Meghalaya,5319,63383,6200.3,564505.47,1436.13,11.16285714,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Castor seed,1999,Kharif     ,Meghalaya,27,14,6200.3,2865.51,7.29,0.515,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Cotton(lint),1999,Kharif     ,Meghalaya,7455,5549,6200.3,791199.15,2012.85,0.8,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Dry chillies,1999,Whole Year ,Meghalaya,1790,1128,6200.3,189972.7,483.3,0.635714286,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Ginger,1999,Kharif     ,Meghalaya,7606,44710,6200.3,807224.78,2053.62,5.765714286,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Gram,1999,Rabi       ,Meghalaya,460,283,6200.3,48819.8,124.2,0.616666667,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Jute,1999,Kharif     ,Meghalaya,4235,31781,6200.3,449460.55,1143.45,6.76,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Maize,1999,Kharif     ,Meghalaya,16637,24051,6200.3,1765684.81,4491.99,1.448571429,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Mesta,1999,Kharif     ,Meghalaya,4457,20071,6200.3,473021.41,1203.39,4.556666667,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Potato,1999,Whole Year ,Meghalaya,18339,143287,6200.3,1946318.07,4951.53,6.858571429,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Rapeseed &Mustard,1999,Rabi       ,Meghalaya,7042,4648,6200.3,747367.46,1901.34,0.654285714,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Rice,1999,Kharif     ,Meghalaya,102482,156887,6200.3,10876414.66,27670.14,1.605714286,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Rice,1999,Rabi       ,Meghalaya,3929,13846,6200.3,416984.77,1060.83,1.755714286,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Sesamum,1999,Kharif     ,Meghalaya,1304,680,6200.3,138393.52,352.08,0.588571429,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Soyabean,1999,Kharif     ,Meghalaya,1038,928,6200.3,110162.94,280.26,0.888571429,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Sugarcane,1999,Whole Year ,Meghalaya,80,223,6200.3,8490.4,21.6,2.372,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
Sweet potato,1999,Whole Year ,Meghalaya,5220,17591,6200.3,553998.6,1409.4,3.415714286,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.1,2.9,656.1,1710.1,225
